date,aw_acft
7/6/22,0
7/7/22,0
7/8/22,0
7/9/22,0
7/10/22,0
7/11/22,0
7/12/22,0.352799286
7/13/22,0.840936502
7/14/22,1.067972785
7/15/22,0.877579016
7/16/22,0.714989366
7/17/22,0.518150934
7/18/22,0
7/19/22,0
7/20/22,0
7/21/22,0
7/22/22,0
7/23/22,0.079729692
7/24/22,0.631761142
7/25/22,0.650358599
7/26/22,0.666009925
7/27/22,0.659749395
7/28/22,0.463279229
7/29/22,0.496791478
7/30/22,0
7/31/22,0
8/1/22,0
8/2/22,0
8/3/22,0
8/4/22,0
8/5/22,0
8/6/22,0
8/7/22,0.079729692
8/8/22,0.616478084
8/9/22,0.601563291
8/10/22,0.596039294
8/11/22,0.611322353
8/12/22,0.654225397
8/13/22,0.387048068
8/14/22,0
8/15/22,0
8/16/22,0
8/17/22,0
8/18/22,0
8/19/22,0
8/20/22,0
8/21/22,0
8/22/22,0
8/23/22,0
8/24/22,0
8/25/22,0
8/26/22,0
8/27/22,0
8/28/22,0
8/29/22,0.300873712
8/30/22,0.420560317
8/31/22,0.691052045
9/1/22,0.374711141
9/2/22,0.696944309
9/3/22,0.650726866
9/4/22,0.712595634
9/5/22,0
9/6/22,0
9/7/22,0
9/8/22,0
9/9/22,0
9/10/22,0
9/11/22,0
9/12/22,0
9/13/22,0
9/14/22,0
9/15/22,0
9/16/22,0
9/17/22,0
9/18/22,0
9/19/22,0
9/20/22,0
9/21/22,0
9/22/22,0
9/23/22,0
9/24/22,0
9/25/22,0
9/26/22,0
9/27/22,0.156513253
9/28/22,0.905383135
9/29/22,0.733586823
9/30/22,0.760838543
10/1/22,0.742425219
10/2/22,0.67540072
10/3/22,0.641704337
10/4/22,0
10/5/22,0
10/6/22,0
10/7/22,0
10/8/22,0
10/9/22,0
10/10/22,0
10/11/22,0
10/12/22,0
10/13/22,0
10/14/22,0
10/15/22,0
10/16/22,0
10/17/22,0
10/18/22,0
10/19/22,0
10/20/22,0
10/21/22,0
10/22/22,0
10/23/22,0
10/24/22,0
10/25/22,0
10/26/22,0
10/27/22,0
10/28/22,0
10/29/22,0
10/30/22,0
10/31/22,0
11/1/22,0
11/2/22,0
11/3/22,0
11/4/22,0
11/5/22,0
11/6/22,0
11/7/22,0
11/8/22,0
11/9/22,0
11/10/22,0
11/11/22,0
11/12/22,0
11/13/22,0
11/14/22,0
11/15/22,0
11/16/22,0
11/17/22,0
11/18/22,0
11/19/22,0
11/20/22,0
11/21/22,0
11/22/22,0
11/23/22,0
11/24/22,0
11/25/22,0
11/26/22,0
11/27/22,0
11/28/22,0
11/29/22,0
11/30/22,0
12/1/22,0
12/2/22,0
12/3/22,0
12/4/22,0
12/5/22,0
12/6/22,0
12/7/22,0
12/8/22,0
12/9/22,0
12/10/22,0
12/11/22,0
12/12/22,0
12/13/22,0
12/14/22,0
12/15/22,0
12/16/22,0
12/17/22,0
12/18/22,0
12/19/22,0
12/20/22,0
12/21/22,0
12/22/22,0
12/23/22,0
12/24/22,0
12/25/22,0
12/26/22,0
12/27/22,0
12/28/22,0
12/29/22,0
12/30/22,0
12/31/22,0
