date,aw_acft
8/19/22,2.2075734
8/20/22,0
8/21/22,0
8/22/22,1.215647643
8/23/22,1.552427336
8/24/22,0
8/25/22,0
8/26/22,0
8/27/22,0
8/28/22,0
8/29/22,0
8/30/22,0
8/31/22,0
9/1/22,0
9/2/22,0.8436985
9/3/22,1.798429343
9/4/22,0.29166705
9/5/22,2.206836867
9/6/22,0.193339901
9/7/22,0
9/8/22,0
9/9/22,0
9/10/22,0
9/11/22,0
9/12/22,0
9/13/22,0
9/14/22,0
9/15/22,0.915142197
9/16/22,1.575075725
9/17/22,0
9/18/22,0
9/19/22,0
9/20/22,0
9/21/22,0
9/22/22,0
9/23/22,0
9/24/22,0
9/25/22,0
9/26/22,0
9/27/22,0
9/28/22,1.070734784
9/29/22,1.380631025
9/30/22,0
10/1/22,0
10/2/22,0
10/3/22,0
10/4/22,0
10/5/22,0
10/6/22,0
10/7/22,0
10/8/22,0
10/9/22,0
10/10/22,0
10/11/22,0
10/12/22,0
10/13/22,0
10/14/22,0
10/15/22,0
10/16/22,0
10/17/22,0
10/18/22,0
10/19/22,0
10/20/22,0
10/21/22,0
10/22/22,0
10/23/22,0
10/24/22,0
10/25/22,0
10/26/22,0
10/27/22,0
10/28/22,0
10/29/22,0
10/30/22,0
10/31/22,0
11/1/22,0
11/2/22,0
11/3/22,0
11/4/22,0
11/5/22,0
11/6/22,0
11/7/22,0
11/8/22,0
11/9/22,0
11/10/22,0
11/11/22,0
11/12/22,0
11/13/22,0
11/14/22,0
11/15/22,0
11/16/22,0
11/17/22,0
11/18/22,0
11/19/22,0
11/20/22,0
11/21/22,0
11/22/22,0
11/23/22,0
11/24/22,0
11/25/22,0
11/26/22,0
11/27/22,0
11/28/22,0
11/29/22,0
11/30/22,0
12/1/22,0
12/2/22,0
12/3/22,0
12/4/22,0
12/5/22,0
12/6/22,0
12/7/22,0
12/8/22,0
12/9/22,0
12/10/22,0
12/11/22,0
12/12/22,0
12/13/22,0
12/14/22,0
12/15/22,0
12/16/22,0
12/17/22,0
12/18/22,0
12/19/22,0
12/20/22,0
12/21/22,0
12/22/22,0
12/23/22,0
12/24/22,0
12/25/22,0
12/26/22,0
12/27/22,0
12/28/22,0
12/29/22,0
12/30/22,0
12/31/22,0
